experiment_id,model_id,method,source_sample_id,target_sample_id,source_batch,target_batch,true_class,source_predicted_class,target_predicted_class,prediction_consistent,matching_cost,matching_algorithm,unit,status
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:514,B6:488,2,6,3,3,3,True,1.3146072127247406,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:210,B6:1465,2,6,5,6,3,False,0.6460838892626031,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:211,B6:1537,2,6,5,5,3,False,0.5739571983471484,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:212,B6:1391,2,6,5,5,1,False,0.8099689964028935,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:74,B10:842,6,10,1,1,1,True,0.9493897247478501,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:139,B10:840,6,10,1,1,1,True,1.6360100484161888,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:3,B10:133,6,10,2,3,2,False,1.3290925593432732,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:10,B10:195,6,10,2,2,1,False,1.3676393789562298,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:11,B10:129,6,10,2,2,2,True,1.107853626001801,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:488,B10:3,6,10,3,3,2,False,0.3800680650167213,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:1391,B10:2157,6,10,5,1,5,False,2.897742690481046,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:1465,B10:1343,6,10,5,3,5,False,3.2189754915554114,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B6:1537,B10:1711,6,10,5,3,1,False,0.32332526295449027,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:0,B10:840,2,10,1,1,1,True,0.7118839451149089,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:1,B10:842,2,10,1,1,1,True,1.581492609575931,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:70,B10:195,2,10,2,2,1,False,1.1937802704512501,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:71,B10:129,2,10,2,2,2,True,1.0898279419266492,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:514,B10:11,2,10,3,3,3,True,0.8695371245401264,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:515,B10:9,2,10,3,3,3,True,0.7807843815266554,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:469,B10:4,2,10,4,4,1,False,0.4681195659380082,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:212,B10:1711,2,10,5,5,1,False,0.5634738268403822,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:900,B10:1343,2,10,5,5,5,True,1.8781067927581445,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:904,B10:1323,2,10,5,5,5,True,1.7790990280035117,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:959,B10:2157,2,10,5,5,5,True,1.7399345115345812,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:1011,B10:1953,2,10,5,5,5,True,2.1779531121890923,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:476,B10:120,2,10,6,6,6,True,0.9017275241567744,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:0,B6:24,2,6,1,1,1,True,2.350789095834228,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:1,B6:23,2,6,1,1,1,True,2.388266041085845,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:71,B6:1,2,6,2,2,2,True,2.086974230605275,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:119,B6:0,2,6,2,1,2,False,2.5115573961289814,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:121,B6:1329,2,6,2,1,1,True,0.42490101516077666,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:514,B6:388,2,6,3,3,3,True,0.7148377619371418,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:515,B6:387,2,6,3,3,3,True,0.7846272472443695,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:215,B6:665,2,6,5,5,2,False,1.0796521861002928,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:722,B6:1389,2,6,5,4,5,False,1.1275217959635824,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:731,B6:1811,2,6,5,1,1,True,0.9248073965488273,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:741,B6:663,2,6,5,4,2,False,0.8825270370004934,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:749,B6:1384,2,6,5,4,5,False,1.074890847475962,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:474,B6:1896,2,6,6,6,6,True,0.7636461510769933,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:23,B10:842,6,10,1,1,1,True,1.1170832299727222,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:24,B10:1754,6,10,1,1,1,True,1.9064861266128637,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:0,B10:129,6,10,2,2,2,True,1.9019425923428488,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:1,B10:131,6,10,2,2,2,True,2.5473507654232814,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:1329,B10:709,6,10,2,1,3,False,0.41842707736251333,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:387,B10:3217,6,10,3,3,1,False,1.118214430324542,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:388,B10:7,6,10,3,3,3,True,0.9549268148644975,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:491,B10:2197,6,10,3,2,3,False,1.4567754353546702,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:492,B10:1,6,10,3,2,1,False,1.6306483514878949,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:493,B10:3,6,10,3,2,2,True,1.5302665312979693,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:494,B10:9,6,10,3,1,3,False,1.3827074011179605,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:521,B10:2,6,10,4,1,1,True,0.6319451130965673,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:665,B10:1327,6,10,5,2,5,False,0.7457065487369391,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:1811,B10:1345,6,10,5,1,5,False,0.7757043870247122,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B6:1896,B10:2524,6,10,6,6,6,True,0.7528607468280487,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:0,B10:840,2,10,1,1,1,True,0.7118839451149089,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:1,B10:1754,2,10,1,1,1,True,0.6145436080086362,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:70,B10:131,2,10,2,2,2,True,0.7475647088750291,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:71,B10:129,2,10,2,2,2,True,1.0898279419266492,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:121,B10:709,2,10,2,1,3,False,0.5047109928792614,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:514,B10:9,2,10,3,3,3,True,0.7536096263666853,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:515,B10:3,2,10,3,3,2,False,1.302367372481489,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:722,B10:1327,2,10,5,4,5,False,1.0413957717470623,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:731,B10:1345,2,10,5,1,5,False,1.057362863237381,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:473,B10:2610,2,10,6,6,3,False,0.805868577194333,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,B2:474,B10:2528,2,10,6,6,6,True,0.7460463776170277,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
